,Time,Headlines,Sentiment
7384,26-Jun-19,Guardian Brexit watch  How has Brexit vote affected the UK economy? June verdict,1
7385,26-Jun-19,"Guardian Brexit watch  


  'The UK is headed towards a cliff edge' – two experts on the economic outlook",1
7386,26-Jun-19,Super funds and investors with $34tn urge leaders to speed up climate action,5
7387,26-Jun-19,Trump and Xi trade talks loom large over G20 meeting in Japan,5
7388,26-Jun-19,Ikea gets green light to build affordable homes in UK,5
7389,26-Jun-19,New chapter? UK print book sales fall while audiobooks surge 43%,2
7390,26-Jun-19,"Viewpoint column  


  The FCA – a watchdog too nice and chummy to bark or bite",3
7391,26-Jun-19,"Neil Woodford fund was sailing close to the wind, watchdog says",1
7392,26-Jun-19,Insects tipped to rival sushi as fashionable food of the future,5
7393,26-Jun-19,SFO drops investigation into trio accused of energy industry bribes,1
7394,26-Jun-19,FirstGroup chairman to stand down,1
7395,26-Jun-19,UK waste firm exported 'offensive' materials including used nappies,1
7396,26-Jun-19,Business live  UK retail sales slide; gold hits six-year high - as it happened,5
7397,26-Jun-19,Southern Water faces prosecution after record £126m penalty,1
7398,26-Jun-19,Animals farmed  Footage reveals chickens in 'horrifying conditions' at big UK producer,1
7399,26-Jun-19,"Climate crisis: Al Gore says global economy needs major upgrade, fast",4
7400,25-Jun-19,Germany ‘will talk to the last hour’ to avoid no-deal Brexit,1
7401,25-Jun-19,Botox maker Allergan bought by US drug giant for $63bn,1
7402,25-Jun-19,BMW aims to double electric and hybrid sales in next two years,5
7403,25-Jun-19,'Another way of looking': the rise of ultra-Orthodox cinema,4
7404,25-Jun-19,The battle to turn Arkansas's dry counties wet – with Walmart's help,5
7405,25-Jun-19,Monzo valued at £2bn after fresh funding round from US,1
7406,25-Jun-19,The long read  The new left economics: how a network of thinkers is transforming capitalism,5
7407,25-Jun-19,Co-op to trial 100% compostable wrappers at Glastonbury,5
7408,25-Jun-19,"US politics live  Iran: Trump announces new, 'hard-hitting' sanctions – as it happened",1
7409,25-Jun-19,"Boris Johnson’s tax cut would benefit richest 10% most, say experts",5
7410,25-Jun-19,Business live  Trump blasts Fed for blowing US recovery; German business confidence slides – as it happened,5
7411,25-Jun-19,Disney and Soros among super-rich urging US government: tax us more,5
7412,25-Jun-19,"Nils Pratley on finance  


  FirstGroup investor Coast Capital makes some good points",4
7413,25-Jun-19,Medical cannabis firms press UK to loosen prescription rules,1
7414,25-Jun-19,Coast Capital gets backer in shareholder rebellion at FirstGroup,1
7415,25-Jun-19,HMRC pushes steep VAT increase for new solar-battery systems,4
7416,25-Jun-19,Labour to give Bank of England role in tackling climate crisis,4
7417,25-Jun-19,"Bitcoin passes $11,000 on news of Facebook's cryptocurrency plan",1
7418,25-Jun-19,Act your age: teens put the sheen on films about growing up,5
7419,25-Jun-19,Boots to ban plastic bags and switch to brown paper carriers,1
7420,24-Jun-19,"Wine and chauffeurs: ANZ under pressure after NZ boss's $400,000 in expenses revealed",1
7421,24-Jun-19,"In mind: focus on mental health  Austerity and inequality fuelling mental illness, says top UN envoy",1
7422,24-Jun-19,UK finances forecast to suffer under most forms of Brexit,2
7423,24-Jun-19,Straight outta Brompton: company predicts ebikes future,1
7424,24-Jun-19,"China will not allow G20 to discuss Hong Kong, says foreign minister",1
7425,24-Jun-19,Global stocks sink but oil on the rise as US prepares Iran sanctions,2
7426,24-Jun-19,Construction pay rises as EU workers weigh up leaving UK – survey,1
7427,24-Jun-19,The Guardian view on Heathrow expansion: stop it to save the planet,1
7428,24-Jun-19,The environmental dangers of veganism,1
7429,24-Jun-19,Facebook's Libra cryptocurrency 'poses risks to global banking',4
7430,24-Jun-19,"From salmon-skin crisps to fermented kombucha, Sainsbury's tests edgy new range",5
7431,24-Jun-19,Cool running: supermarket fridges could help power UK,4
7432,24-Jun-19,Trump denies 'ever threatening to demote’ Fed chairman Jerome Powell,1
7433,24-Jun-19,Aston Martin chief executive faces vote against £1.2m salary,1
7434,24-Jun-19,"Economics viewpoint  


  The struggling economy presents the new PM with an electoral teaser",3
7435,24-Jun-19,Airbus shuts down subsidiary at centre of bribery investigation,1
7436,24-Jun-19,Police investigate leak of GCSE religious studies exam paper,1
7437,24-Jun-19,"Business leader  


  Just like the 1930s, this trade war has the potential to turn nasty",5
7438,24-Jun-19,"Observer business agenda  


  Stagecoach gets back on the bus to a smaller future",4
7439,24-Jun-19,"The left is fighting back, even in Republican states, as it attempts to reshape capitalism",2
7440,23-Jun-19,The north needs more than to be ‘a new London’,5
7441,23-Jun-19,Forget China – it's America's own economic system that's broken,1
7442,23-Jun-19,America's corn belt farmers face uncertainty after rain … and more rain,2
7443,23-Jun-19,Ethics fly out of the window at Oxford University when big donors come calling,1
7444,23-Jun-19,Investors’ demand for dividends will push us to disaster,1
7445,23-Jun-19,How a £1 bikini revealed the changing shape of fast fashion,5
7446,23-Jun-19,The story of a £4 Boohoo dress: cheap clothes at a high cost,3
7447,23-Jun-19,NGO's softly-softly tactics tackle labor abuses at Malaysia factories,4
7448,23-Jun-19,British Steel bidder loses interest as UK fails to offer support,1
7449,23-Jun-19,Putin bans Russian airlines from flying to Georgia,1
7450,23-Jun-19,Trainline valued at nearly £2bn after first trading day,1
7451,23-Jun-19,Game Digital agrees to £52m takeover by Mike Ashley’s Sports Direct,4
7452,23-Jun-19,Policymaking to protect our future and the planet’s,5
7453,23-Jun-19,Other lives  Christopher Emmerson obituary,3
7454,23-Jun-19,Former Barclays boss acquitted over Qatar deal,1
7455,23-Jun-19,Mark Rylance resigns from RSC over BP sponsorship,1
7456,23-Jun-19,Facebook co-founder: Libra currency could give firms excess power,1
7457,23-Jun-19,Business live  Oil price keeps rising as Iran tensions build - business live,5
7458,23-Jun-19,"Fast fashion is on the rampage, with the UK at the head of the charge",4
7459,23-Jun-19,The racehorse auction in Prince William's garden where millions change hands,5
7460,21-Jun-19,Facebook and eBay told to take action over fake reviews,1
7461,21-Jun-19,Apple recalls 15in MacBook Pro laptops over battery fire risk,1
7462,21-Jun-19,The Upside weekly report  Why not scrap GDP and replace it with trees?,1
7463,21-Jun-19,Airlines avoid Iran drone strike area due to fears of 'miscalculation',1
7464,21-Jun-19,Need to hire good employees? Kim Kardashian West has the answer,1
7465,21-Jun-19,Bank of Scotland fined £45.5m by regulator over Reading fraud,1
7466,21-Jun-19,Brexit: Carney rejects Boris Johnson's no-deal trade claim,1
7467,21-Jun-19,Donald Trump 'cancelled Iran strikes with planes in the air',1
7468,21-Jun-19,5G finally launches in the UK – but is it really worth it?,4
7469,21-Jun-19,Energy consumers face £172m bill for collapse of 11 suppliers,1
7470,21-Jun-19,Major global investor drops US firms deemed climate crisis laggards,1
7471,21-Jun-19,Fossil fuels produce less than half of UK electricity for first time,1
7472,21-Jun-19,TV review  Philip Green & the Trouble With Topshop review – ignoring the real scandal,1
7473,21-Jun-19,"Business live  Wall Street hits record high, as Iran tensions send oil price up - as it happened",5
7474,21-Jun-19,"Nils Pratley on finance  


  High street landlords hold a weak hand at the CVA poker game",3
7475,21-Jun-19,Neil Woodford urged to find other ways to return billions to clients,1
7476,21-Jun-19,Mark Carney clears the path for new digital currency providers,5
7477,21-Jun-19,Beet this: Sainsbury’s opens UK's first meat-free butcher,5
7478,21-Jun-19,NatWest is first big UK bank to let customers open account with a selfie,5
7479,21-Jun-19,The Guardian view on buses: power to the passengers,5
7480,20-Jun-19,Slack IPO: stocks sell at 50% higher than expected as company's value tops $24bn,1
7481,20-Jun-19,Monsoon Accessorize asks landlords to cut rents but plans to avoid closures,3
7482,20-Jun-19,Labour should support leaving the EU – then it can be truly radical in government,3
7483,20-Jun-19,Carmageddon: it’s killing urban life. We must reclaim our cities before it’s too late,5
7484,20-Jun-19,Serco given new asylum housing contracts despite £6.8m fines,1
7485,20-Jun-19,Ten cities ask EU for help to fight Airbnb expansion,5
7486,20-Jun-19,Bank of England keeps rates unchanged as it cuts growth forecast to zero,1
7487,20-Jun-19,Fears for UK economy rise as shoppers rein in spending again,1
7488,20-Jun-19,"Nils Pratley on finance  


  The Lloyds bank boss may be a staff hero but is he worth £6.3m?",3
7489,20-Jun-19,Dixons Carphone reveals big losses at mobile phone shops,1
7490,20-Jun-19,"Qantas frequent flyer changes reviewed: more miles for upgrades, but more seats to buy",3
7491,20-Jun-19,UK's big energy firms accused of failing to tackle climate crisis,1
7492,20-Jun-19,Fed chairman on reports that Trump is seeking to oust him: 'I'm here to stay',1
7493,20-Jun-19,HMRC cracks down on gangs over renewable energy VAT fraud,1
7494,20-Jun-19,Hargreaves Lansdown confronted Neil Woodford in late 2017,4
7495,20-Jun-19,"Bathstore faces collapse putting 700 jobs, 168 stores at risk",1
7496,20-Jun-19,Adidas loses three-stripe trademark battle in European court,1
7497,20-Jun-19,"Global financial bodies not fit for purpose, John McDonnell says",1
7498,20-Jun-19,Unilever boss says brands using 'woke-washing' destroy trust,1
7499,20-Jun-19,Green blood  How witnessing a police shooting put a Guatemalan journalist in danger,1
7500,19-Jun-19,Green blood  The Guatemalans who pay the price for the west’s need for nickel,4
7501,19-Jun-19,Green blood  European-owned mine paid Guatemala just £1.4m in compulsory royalty taxes,1
7502,19-Jun-19,"Centrica, owner of British Gas, plans to axe 700 jobs in the summer",1
7503,19-Jun-19,"Tim Cook: 'If you’ve built a chaos factory, you can’t dodge responsibility for the chaos'",1
7504,19-Jun-19,Cherie Blair signs on as executive producer of Middle East film,4
7505,19-Jun-19,Business live  Brexit uncertainty hits UK manufacturing; London house prices drop again - business live,1
7506,19-Jun-19,"Lloyds staff happy with chief executive's £6.3m pay package, MPs told",5
7507,19-Jun-19,William Hill and Paddy Power ads appeared in app aimed at children,4
7508,19-Jun-19,Monsoon Accessorize seeks landlords’ support for rescue plan,4
7509,19-Jun-19,Housebuilder Berkeley signals end to bumper earnings as profits fall,1
7510,19-Jun-19,Lucidity and beyond: how Toy Story's visual effects transformed cinema,5
7511,19-Jun-19,Car price war and falling air fares cool UK inflation,3
7512,19-Jun-19,Universal Music Group on master tapes fire: 'We owe artists transparency',1
7513,19-Jun-19,"Consumers being badly advised on pensions, says regulator",1
7514,19-Jun-19,UK firms told they face 'deliberate disruption' to hit zero carbon goal,1
7515,19-Jun-19,"Jersey, Guernsey and Isle of Man to set up public registers of firms' owners",4
7516,19-Jun-19,"Weak pay rises and dearer housing fuel jump in working poor, says IFS",2
7517,19-Jun-19,Tesco pins growth hopes on plant-based ready meals and robots,5
7518,19-Jun-19,WhatsApp spyware: UK firm promises new 'respect for human rights' following allegations,1
7519,19-Jun-19,Goals Soccer Centres hires advisers to explore potential sale,4
7520,18-Jun-19,Watchdog to investigate Neil Woodford fund suspension,1
7521,18-Jun-19,Heathrow third runway expansion plans revealed,5
7522,18-Jun-19,Looking beyond economic growth and towards wellbeing,5
7523,18-Jun-19,Trump reportedly discussed firing Fed chair Jerome Powell over rate hikes,1
7524,18-Jun-19,Green blood  Tech firms to check suppliers after mining revelations in Tanzania,1
7525,18-Jun-19,"Green blood  Murder, rape and claims of contamination at a Tanzanian goldmine",1
7526,18-Jun-19,Green blood  How writing about a goldmine cost a top reporter his job,5
7527,18-Jun-19,Heathrow’s expansion plans make a mockery of the zero emissions strategy,4
7528,18-Jun-19,"Nils Pratley on finance  


  Is Facebook's Libra currency a case of corporate megalomania?",1
7529,18-Jun-19,BA parent company reveals plans to buy 200 Boeing 737 Max jets,5
7530,18-Jun-19,Gatwick drone disruption cost airport just £1.4m,1
7531,18-Jun-19,Why the high street still isn't doing enough for customers with disabilities,2
7532,18-Jun-19,Business live  Donald Trump slams Mario Draghi's rate cut plans - as it happened,1
7533,18-Jun-19,"Green blood  


  What happens to environment journalists is chilling: they get killed for their work",1
7534,18-Jun-19,Donald Trump attacks ECB for 'currency manipulation',1
7535,18-Jun-19,Butterless puff pastry is bad enough. But other food hacks can be fatal,2
7536,18-Jun-19,Creative entrepreneurs  Robot rhythms: the startups using AI to shake up the music business,5
7537,18-Jun-19,"First thoughts  


  Fast fashion is eating up the planet – and this feeble government enables it",5
7538,18-Jun-19,What is Libra? All you need to know about Facebook's new cryptocurrency,1
7539,18-Jun-19,Libra: Facebook launches cryptocurrency in bid to shake up global finance,1
7540,18-Jun-19,Facebook's Libra launch will extend its global domination,5
7541,18-Jun-19,Northern Rail’s crisis is good news – it’s proof we need to re-nationalise,4
7542,18-Jun-19,UK firms overcharging loyal customers could soon face instant fines,1
7543,18-Jun-19,The long read  ‘The Saudis couldn’t do it without us’: the UK’s true role in Yemen’s deadly war,5
7544,18-Jun-19,"Nils Pratley on finance  


  Kier Group must execute a fast recovery to restore investor confidence",5
7545,18-Jun-19,Shortcuts  Not so hospitable – waiters on their restaurant horror stories,3
7546,18-Jun-19,Hammond 'aware of risks' over trading with China but presses on,3
7547,18-Jun-19,The Guardian view on Hong Kong’s crisis: the people have spoken,5
7548,18-Jun-19,Building solutions to the climate crisis,4
7549,18-Jun-19,Airbus unveils new jet at Paris airshow and $15bn worth of orders,5
7550,18-Jun-19,Green blood  Jagendra Singh: the Indian journalist burned to death,1
7551,18-Jun-19,"Going, going, gone: Sotheby’s auction house sold for $3.7bn",1
7552,18-Jun-19,Business live  Airline shares under pressure after surprise Lufthansa profit warning – business live,1
7553,18-Jun-19,Business department workers continue strike action for better pay,1
7554,18-Jun-19,"Kier Group to cut 1,200 jobs in attempt to avoid collapse",1
7555,18-Jun-19,Carlos Ghosn's wife urges Trump to support her husband,4
7556,18-Jun-19,Brexit: UK growth tipped to slow as firms run down stockpiles,2
7557,18-Jun-19,Profit over safety? Boeing under fire over 737 Max crashes as families demand answers,1
7558,18-Jun-19,Deutsche Bank plans radical overhaul with €50bn hived off to 'bad bank' – reports,1
7559,18-Jun-19,"Last call for PPI, says finance watchdog",1
7560,16-Jun-19,Rail strike over guards to disrupt services in south-west England,1
7561,16-Jun-19,"Boeing Max 737 jet crisis: we should've been more open, says CEO",3
7562,16-Jun-19,Major global firms accused of concealing their environmental impact,5
7563,16-Jun-19,Cash-starved Patisserie Valerie 'stopped using butter in puff pastry',1
7564,16-Jun-19,Council staff pensions at risk from Woodford investments,1
7565,16-Jun-19,"Business leader  


  The Bank of England's biggest problem? The City of London",1
7566,16-Jun-19,"Economics viewpoint  


  Is the global economy in for a new oil shock?",3
7567,16-Jun-19,"William Keegan's in my view  


  Adding Boris Johnson to Brexit is pouring fuel on to the fire",4
7568,16-Jun-19,"Observer business agenda  


  Crypto is coming: get ready to spend Facebook’s money",1
7569,16-Jun-19,Why cruises float the boats of the Instagram generation,5
7570,16-Jun-19,Bosses pocket Trump tax windfall as workers see job promises vanish,1
7571,16-Jun-19,The end of erotica? How Hollywood fell out of love with sex,1
7572,16-Jun-19,Pilots reveal safety fears over Boeing’s fleet of Dreamliners,3
7573,16-Jun-19,Hopes for climate progress falter with coal still king across Asia,2
7574,16-Jun-19,Left in a siding: the rail link that could make Heathrow greener,4
7575,16-Jun-19,How Sir Philip Green can turn Topshop around,5
7576,16-Jun-19,Climate crisis: aviation industry hears clamour for electric planes,1
7577,16-Jun-19,£6bn UK pension scheme moves to stub out tobacco,1
7578,16-Jun-19,Second homes now worth nearly £1tn to Britons,1
7579,16-Jun-19,Two Greenpeace activists arrested as it sends ship to join BP oil rig protest,1
7580,14-Jun-19,Kier shares plunge on report it wants to sell housing division,1
7581,14-Jun-19,Two G4S ambulance staff sacked over threat to patient on voicemail,1
7582,14-Jun-19,Battery benefits questioned,2
7583,14-Jun-19,Oil tanker attacks raise fear of surge in global energy prices,1
7584,14-Jun-19,Judge orders public inquiry into abuse claims at immigration removal centre,1
7585,14-Jun-19,Business live  Donald Trump blames Iran for oil tanker attacks – as it happened,1
7586,14-Jun-19,"Project Syndicate economists  


  The risk of a 2020 recession and crisis is growing",4
7587,14-Jun-19,"Nations must protect spending on the vulnerable, says IMF chief",5
7588,14-Jun-19,The upside  Germans thirsty for alcohol-free beer as brewers boost taste,3
7589,14-Jun-19,London Metal Exchange bans traders from daytime drinking,1
7590,14-Jun-19,Campaigners criticise 'reckless' approval of Adani mine in Australia,1
7591,14-Jun-19,Does Majestic's move online spell the end for high street wine?,2
7592,14-Jun-19,"Project Syndicate economists  


  The US economic recovery is far from being a world record",5
7593,14-Jun-19,A visual guide to the Gulf tanker attacks,4
7594,14-Jun-19,The Trans Mountain pipeline is a disaster – but Trudeau can make it right,3
7595,14-Jun-19,"First avocado toast was feckless, now it’s coffee. Maybe they have a point?",1
7596,14-Jun-19,UK businesses urged to step up preparations for no-deal Brexit,1
7597,14-Jun-19,"Nils Pratley on finance  


  We do not know who is to blame for GRG debacle or if FCA could stop a repeat",1
7598,14-Jun-19,Arcadia to cut head office jobs after staving off collapse with rescue plan,1
7599,14-Jun-19,Neil Woodford dealt further investment fund blow,1
7600,13-Jun-19,Majestic Wine shares plunge after company suspends dividend,1
7601,13-Jun-19,The Guardian view on the US and Iran: on a collision course,5
7602,13-Jun-19,"Oil tanker attacks will inflame conflict between the US, its allies and Iran",4
7603,13-Jun-19,Moving away from GDP as a measure of success,5
7604,13-Jun-19,Persuade our friends to end the blockade of Qatar,5
7605,13-Jun-19,UK to be left with five coal power stations after latest closure,1
7606,13-Jun-19,Business live  Oil price jumps after Gulf of Oman tanker 'attacks' - as it happened,1
7607,13-Jun-19,"Government has failed to rein in 'extravagant' CEO pay, say MPs",1
7608,13-Jun-19,FCA report into RBS called a 'complete whitewash' by critics,1
7609,13-Jun-19,What impact could oil tanker attacks have on global economy?,1
7610,13-Jun-19,Amazon and Morrisons expand same-day grocery deliveries,5
7611,13-Jun-19,Sir Philip Green admits his shops didn't adapt to changing high street,2
7612,13-Jun-19,Want to get drunk and play with rats? San Francisco has your bait,1
7613,13-Jun-19,Lidl in the middle: chain to open first store in central London,5
7614,13-Jun-19,Tesco reports sharp slowdown in underlying sales growth,2
7615,13-Jun-19,Ask Jack  Seven ways to make Windows 10 work better,5
7616,13-Jun-19,Most help-to-buy recipients could already afford a home,3
7617,13-Jun-19,UK flower-growing industry in full bloom and worth £121m,5
7618,13-Jun-19,Onshore wind farms in UK could cut £50 a year off energy bills,1
7619,13-Jun-19,Venezuela: hyperinflation leads to new banknotes for second time in a year,1
7620,12-Jun-19,"Nils Pratley on finance  


  Sir Philip Green pleads poverty to his landlords, and it's worked",4
7621,12-Jun-19,Majestic Wine shares rise as US hedge fund joins bidders for stores,5
7622,12-Jun-19,Business live  Philip Green cheers 'last-minute winner' as landlords back Arcadia rescue - business live,1
7623,12-Jun-19,Philip Green’s Arcadia avoids administration as rescue deal backed,1
7624,12-Jun-19,Asylum seekers in Glasgow face eviction threat as Serco revives lock-change scheme,1
7625,12-Jun-19,From Topshop to Dorothy Perkins: the shops being shut by Philip Green,5
7626,12-Jun-19,World's biggest sovereign wealth fund to ditch fossil fuels,1
7627,12-Jun-19,"No-deal Brexit is 'commercial suicide', manufacturers tell MPs",1
7628,12-Jun-19,Extinction Rebellion take on BP in Trafalgar Square – in pictures,5
7629,12-Jun-19,Arcadia: from its roots with Burton in 1903 to near collapse,5
7630,12-Jun-19,Boohoo bucks UK's gloomy retail trend as sales rocket,5
7631,12-Jun-19,"Project Syndicate economists  


  The unusual US economic recovery is now its longest",4
7632,12-Jun-19,Pendragon warns of annual loss as it slashes prices of used cars,1
7633,12-Jun-19,"Broken capitalism  


  Don’t believe the naysayers: Capitalism is healthier than it appears",1
7634,12-Jun-19,"Revealed: Mobil sought to fight environmental regulation, documents show",1
7635,12-Jun-19,How Mobil pushed its oil agenda through 'charitable giving',5
7636,12-Jun-19,UK manufacturing sector ‘far larger than politicians realise’,3
7637,12-Jun-19,"More than 5m people in Britain suffer low-paid, insecure work",1
7638,12-Jun-19,"Whirlpool ordered by UK to recall 500,000 tumble dryers",1
7639,12-Jun-19,Senior Bank of England officials warn of several interest rate rises,3
7640,11-Jun-19,Grenfell families file US lawsuit over cladding and insulation,1
7641,11-Jun-19,"Nils Pratley on finance  


  Philip Green's Topshop rescue deal still stands a chance",4
7642,11-Jun-19,Background to black-and-white issue on books and banknotes,4
7643,11-Jun-19,Apple supplier says iPhone will not be affected by US-China tariff war,1
7644,11-Jun-19,Business live  UK wage growth rises; Trump blasts the Fed again - business live,1
7645,11-Jun-19,Leasehold trap: watchdog investigates if homebuyers are treated unfairly,1
7646,11-Jun-19,Greenpeace North Sea oil rig protest prompts injunction,1
7647,11-Jun-19,Carbon emissions from energy industry rise at fastest rate since 2011,5
7648,11-Jun-19,Neil Woodford refuses to waive fees despite pressure from MPs and FCA,1
7649,11-Jun-19,"Doctor's orders  


  Drug shortages are endangering lives and wasting NHS time",1
7650,11-Jun-19,Mike Ashley starts legal challenge to Debenhams rescue plan,4
7651,11-Jun-19,Arcadia on the brink after Intu rejects revised CVA plan,1
7652,11-Jun-19,UK jobs growth slows amid Brexit uncertainty,2
7653,11-Jun-19,"FTSE 250 firms exposed to possible cyber-attacks, report finds",1
7654,11-Jun-19,"Project Syndicate economists  


  Critics of quantitative easing should consider the alternative",3
7655,11-Jun-19,Ted Baker warns on profits amid ‘extremely difficult’ conditions,1
7656,11-Jun-19,Yorkshire village faces petrochemical giant in anti-fracking fight,4
7657,11-Jun-19,Disruptor has become a dirty word. And not just when applied to Donald Trump,1
7658,11-Jun-19,HMRC outlay on Amazon over six times what firm paid in corporation tax – GMB,1
7659,11-Jun-19,Lights out: the price hikes leaving millions of South Africans in the dark,5
7660,10-Jun-19,Opioid manufacturer Insys files for bankruptcy after $225m settlement,1
7661,10-Jun-19,"I believe Huawei is independent, executive tells UK MPs",1
7662,10-Jun-19,"Nils Pratley on finance  


  Too soon to ditch Neil Woodford but Patient Capital's board needs a shake-up",3
7663,10-Jun-19,Tesco raises wages for store and warehouse workers by 10.45%,5
7664,10-Jun-19,Leonardo masterpiece 'being kept on Saudi prince's yacht',5
7665,10-Jun-19,Aston Martin opens new factory in south Wales to build SUV,5
7666,10-Jun-19,Ocado invests in 'vertical farms' to grow produce near distributors,5
7667,10-Jun-19,Regulator asked by MPs to reveal details of contact with Neil Woodford,4
7668,10-Jun-19,Police begin dialogue with Greenpeace BP oil rig protesters,1
7669,10-Jun-19,Raytheon and United Technologies announce $121bn merger,1
7670,10-Jun-19,Tory leadership race: what are candidates' promises on tax?,3
7671,10-Jun-19,Business live  Brexit hangover leaves UK nursing worst monthly contraction since 2016 - business live,1
7672,10-Jun-19,"Huawei security threat derives from its sheer scale, says analysis",3
7673,10-Jun-19,Food bank set up for Foreign Office cleaners during strike over pay,4
7674,10-Jun-19,NHS data is worth billions – but who should have access to it?,3
7675,10-Jun-19,Scottish Power to build vast battery to improve wind energy supply,5
7676,10-Jun-19,The UK should stop obsessing over GDP. Wellbeing is more telling,3
7677,10-Jun-19,UK economy shrinks after Brexit car factory shutdowns,1
7678,10-Jun-19,UK and South Korea agree to sign post-Brexit trade deal,1
7679,10-Jun-19,Thomas Cook in talks with Club Med owner to sell tour operator business,1
7680,10-Jun-19,'They broke my mental shackles': could magic mushrooms be the answer to depression?,1
7681,10-Jun-19,Company part-owned by Jared Kushner got $90m from unknown offshore investors since 2017,1
7682,10-Jun-19,"To secure pro-worker legislation, hold politicians' feet to the fire",4
7683,10-Jun-19,Payday lenders being 'bombarded' by spurious claims,1
7684,10-Jun-19,Boris Johnson promises tax cut for 3m higher earners,1
7685,10-Jun-19,More than a third of Europe's fastest-growing tech firms are in UK – study,5
7686,10-Jun-19,High street visits hit six-year low as Brexit uncertainty deters shoppers,1
7687,10-Jun-19,Gatwick hosts UK's first airport reusable coffee cup trial,5
7688,10-Jun-19,Government 'funding fossil fuel-burning plants abroad',1
7689,10-Jun-19,Trump budget chief wants delay in Huawei restrictions,1
7690,10-Jun-19,The Guardian view on failures to protect children: the buck stops where?,1
7691,10-Jun-19,Capitalism and the death of conservatism,5
7692,10-Jun-19,Hargreaves Lansdown apologises to clients in Neil Woodford funds,1
7693,10-Jun-19,Private health firm loses NHS treatment centre contract,1
7694,10-Jun-19,Up to 90% of Channel 4 staff expected to quit rather than move to Leeds,1
7695,10-Jun-19,Patisserie Valerie ex-chair says he was tricked by false picture of company's health,1
7696,10-Jun-19,Leading artists call on National Portrait Gallery to cut ties to BP,4
7697,10-Jun-19,"Economics viewpoint  


  Woodford's demise illustrates the value of capital controls",4
7698,10-Jun-19,"Business leader  


  Philip Green chucking money around? Has to be part of a cunning plan",1
7699,10-Jun-19,"Observer business agenda  Old wines, new label: is Majestic about to disappear from the high street?",3
7700,9-Jun-19,Elizabeth Warren’s economic nationalism vision shows there's a better way,3
7701,9-Jun-19,"The shifting patterns of English  


  May I have a word about… the brave new world of banking and fintech",5
7702,9-Jun-19,The Observer view: Ford is a grim portent of the future for our industries,5
7703,9-Jun-19,Uneasy lies the Crown: weary Packer changes direction and Barangaroo with it,1
7704,9-Jun-19,Trump faces critics over Mexico deal called 'hostage-taking' by ex-WTO chief,1
7705,9-Jun-19,Bright star to black hole: the rise and fall of fund manager Neil Woodford,5
7706,9-Jun-19,I’ve been honest about alcohol. But the drinks industry hasn’t,1
7707,9-Jun-19,How one woman’s crusade against plastic sparked a new era at Waitrose,5
7708,9-Jun-19,Ex-BP boss John Browne: ‘It’s going to take a long time to take oil and coal out of the energy system’,4
7709,9-Jun-19,British ski champion and guide dog barred from Sainsbury's store,1
7710,9-Jun-19,Sole traders: why there's a whiff of money in old trainers,1
7711,9-Jun-19,'Tui took £260 off my prepaid card after I didn't use it for six years',1
7712,9-Jun-19,Are your savings trapped in Neil Woodford’s fund?,1
7713,9-Jun-19,Heathrow eateries to take least sustainable fish off menus,2
7714,9-Jun-19,Crown has a new king – but regulators may get in the way of deal,3
7715,9-Jun-19,The Guardian view on the limits of economics: people are priceless,1
7716,9-Jun-19,Vote-grabbing gimmicks put pensions at risk,1
7717,9-Jun-19,Brief letters  Foxed by Basil Brush and his lost decades,4
7718,9-Jun-19,"The skyscraper infinity pool – sorry, but where's the diving board?",3
7719,9-Jun-19,Will new John Lewis boss ditch Never Knowingly Undersold?,1
7720,7-Jun-19,"Business live  US economy stumbles by creating just 75,000 jobs in May - as it happened",1
7721,7-Jun-19,"US added only 75,000 jobs in May as economy shows signs of slowing",2
7722,7-Jun-19,BHP reveals five mine dams at 'extreme' risk of causing damage and loss of life,1
7723,7-Jun-19,Millions could pay more for energy under price cap tweak,2
7724,7-Jun-19,Waterstones owner buys US chain Barnes & Noble,5
7725,7-Jun-19,Bank overdraft fees: all you need to know about the changes,4
7726,7-Jun-19,Neil Woodford fund: regulator criticised for failing to spot dangers,1
7727,7-Jun-19,Philip Green pledges family cash to save Topshop rescue deal,5
7728,7-Jun-19,The Sun faces major job cuts as publisher seeks to slash costs,1
7729,7-Jun-19,German trade decline raises fears over global economy,1
7730,7-Jun-19,Is the new James Bond film cursed – or just losing the plot?,1
7731,7-Jun-19,City regulator bans high overdraft fees to reform 'dysfunctional' market,1
7732,7-Jun-19,Storm-battered Indiana farmers fear new Trump tariff tempest,1
7733,7-Jun-19,Why tariffs could be Trump's undoing,1
7734,7-Jun-19,Do we need black people on our banknotes?,1
7735,7-Jun-19,"Nils Pratley on finance  


  Nicky Morgan must ask questions of regulator after Neil Woodford saga",4
7736,7-Jun-19,What Sir Philip Green needs to do to save Arcadia Group,5
7737,7-Jun-19,Monsoon delays CVA procedure after Philip Green's for Arcadia fails,2
7738,7-Jun-19,'Body blow for area': Bridgend devastated by Ford factory closure,1
7739,7-Jun-19,Sharon White leaves Ofcom to join John Lewis Partnership,3
7740,6-Jun-19,Business live  Ford workers devastated as Bridgend factory closure confirmed - business live,1
7741,6-Jun-19,Big pharma is denying children like my son vital drugs. So I've set up a buyers club,5
7742,6-Jun-19,IMF tells US record growth is costing average citizens dear,3
7743,6-Jun-19,German food minister slammed over Nestlé 'PR' video,1
7744,6-Jun-19,"Investment funds need closer Bank of England scrutiny, says Carney",2
