date,articles
2018-09-28,"['Elon Musk\'s ""taking Tesla private...funding secured"" tweet erased $12 billion of company\'s value - CBS News', 'Elon Musk reportedly thought he had a verbal agreement with the Saudis, and considered using SpaceX stake to back his plan to take Tesla private - CNBC', ""The SEC just went nuclear on Elon Musk. Here's what happens next - CNN.com"", 'Elon Musk blew up a Tesla settlement with the SEC last week - Business Insider', 'If Tesla had a real board, it would remove Elon Musk as CEO in light of SEC lawsuit - MarketWatch', 'Tokyo creates 1200 Tesla for 100 microseconds | NextBigFuture.com - Next Big Future', 'Paris Auto Show: Audi, Mercedes Electric Cars Will Challenge Tesla - Forbes', ""Ross Gerber Says He's Lost All Confidence in Tesla's Board - Bloomberg"", 'Kobe Bryant is a Good Samaritan in Tesla Crash in California - autoevolution', 'From The Production Hell to Logistics Hell: the Model 3 Car Carrier Crisis During Rush Week - Torque News', 'Tesla Supercharger rival IONITY network opens its first 10 charging stations - TESLARATI', 'DealBook Briefing: Elon Musk Turned Down a Fraud Settlement ... - The New York Times', 'True cost of SA’s big Tesla battery - news.com.au', 'Forbes: Electric Cars = The Future, Gasmobile Killers - CleanTechnica', 'NantEnergy Says Zinc-Air Battery Ideal For Grid Storage - CleanTechnica', 'Jim Chanos: the short-seller who called Enron - MoneyWeek']"
2018-09-29,"['Elon Musk Steps Down as Chairman in Deal With S.E.C. Over Tweet ... - The New York Times', 'Elon Musk forced to step down as chairman of Tesla, remains CEO - The Verge', 'Elon Musk out as Tesla chair - ABC 57 News', 'Tesla, CEO Elon Musk settle SEC fraud case for $40M - CBC.ca', ""Watch Tesla's new Navigate on Autopilot feature in v9 at work - Electrek"", '8 Keys To Eliminating EV Range Anxiety On Long Road Trips (Part 3) - CleanTechnica']"
2018-09-30,"[""Tesla Braces for Uncertainty Amid Shift in Elon Musk's Role - The Wall Street Journal"", 'Tesla is ‘very close’ to profitability, says Musk: ‘If we go all out, we will achieve an ... - TESLARATI', 'Elon Musk fired as chairman of Tesla - Fudzilla', 'Elon Musk Steps Down as Tesla Chairman in $40 Million SEC ... - TIME', 'Elon Musk Tweets Cost Him Tesla Chairmanship And (Maybe) A Submissive Board - Forbes', 'Tesla Meets Ambitious Production Goals the Same Week Elon Musk ... - Inc.', ""SEC And Justice Dept. Investigations May Overshadow Tesla's Preliminary September Qtr. Results - Forbes"", 'The Future We Need — From The Tesla Gigafactory To A Chain Of Terafactories - CleanTechnica', 'Elon Musk to step down as Tesla chairman in USD$40M lawsuit ... - Fijivillage']"
2018-10-01,"['Tesla shares surge 17 percent after SEC settlement - CNBC', 'Tesla Shares Rise After SEC Lawsuit Leaves Musk as CEO - TIME', 'How the S.E.C. Is Trying to Push Traditional Corporate Governance ... - The New York Times', ""Tesla stock roars back after Elon Musk's SEC deal - CNN"", ""Testing the Tesla Model 3's All-Purpose Touchscreen - Cars.com"", 'Tesla battery proves a leading source of dispatchable power, AEMO says - ABC News', 'Unraveling a Tesla Mystery: Lots (and Lots) of Parked Cars ... - The New York Times', 'Tesla Model 3 with ‘Track Mode’ squares off against Jaguar I-PACE and MotorTrend’s top rated sports s... - TESLARATI', 'Tesla Model 3 gets handling and aero upgrades from RevoZport - Autoblog', ""Watch Tesla's new Autopilot on 'Mad Max' mode at work - Electrek"", 'War of the Worlds: Tesla Model 3 Dual Motor Performance vs Jaguar I-Pace EV400 HSE vs Alfa Romeo Giulia Quadrifoglio - MotorTrend', ""Tesla Model X: Watch the SUV do a 'Celebratory Dance' in an Indian garage [Video] - CarToq.com""]"
2018-10-02,"[""Tesla says it's getting slammed in China because of tariffs, cars cost 60% more than competitors - CNBC"", 'Tesla Reports Progress on Model 3 Car Production - The New York Times', 'Tesla Q3 2018 Vehicle Production and Deliveries - GlobeNewswire', 'Tesla must defend lawsuit alleging abuse of foreign workers - Reuters', 'Tesla - What Happens To Domestic Model 3 Demand In 2019 ... - Seeking Alpha', 'Stealth Hitches, LLC Announces Product Release of New Tesla ... - PR Newswire', ""Elon Musk's Tesla Antics Beg the Question, Is He a Ford or a Tucker? - Car and Driver"", 'Fully Electric Ford F-150 Could Take On The Tesla Pickup - CarBuzz']"
2018-10-03,"[""Tesla's Model 3 Is Becoming One of America's Best-Selling Sedans - Bloomberg"", 'Yep, Tesla Is Gobbling USA Luxury Car Market — 8 Charts & Graphs - CleanTechnica', 'Tesla Model 3 Is the Hot Red Car of the Moment in Paris, Pricing Info ... - autoevolution', ""Kanye West Wants People to Leave Tesla's Elon Musk 'the F*** Alone' - The Drive"", 'James Murdoch to succeed Musk as Tesla chairman? - RTE.ie', 'Tesla owner pulled over by police who mistook infotainment screen ... - Shropshire Star', 'Electric vehicle costs: How easy is it to be green? - Newshub', 'Next-gen Tesla Roadster makes rare appearance at Hawthorne, CA delivery site - TESLARATI', ""China's Tesla Wannabe to Face Wall Street Reckoning After U-Turn - Bloomberg"", 'Thousands of Tesla cars spotted parked in mysterious locations across America as fears raised over Elon... - The Sun']"
2018-10-04,"['Stocks making the biggest moves after hours: Tesla, Costco and more - CNBC', 'Tesla (TSLA): Just Another Billion-Dollar Elon Musk Tweet - Bloomberg', ""Tesla's Musk Mocks SEC as Judge Demands They Justify Fraud Settlement - Voice of America - VOA News"", '25,913% Growth In Tesla Sales In 6 Years - CleanTechnica', 'Tesla Model 3 ramp continues amid 4.6k new VIN registrations, higher US sales rankings - TESLARATI', 'Tesla: Expect A Blockbuster Third Quarter (NASDAQ:TSLA) - Seeking Alpha', 'Tesla Proclaims Autopilot 7× Safer Than Humans In New Quarterly Safety Report - CleanTechnica', 'Consumer Reports ranks Cadillac over Tesla in autonomous driving ... - Quartz', 'Tesla Model 3 display confuses police officer - USA TODAY', 'New Photos of Road-Going Tesla Roadster Surface on Social Media - The Drive', 'This bad habit annoys Richard Branson and will get you fired from Tesla - CNBC', 'See This Range-Extending Toyota-Tesla Trailer In Action - InsideEVs', ""Electrek's Editor-in-Chief and Publisher Are Both Scoring Free $250 ... - The Drive"", 'Tesla Semi rival Nikola Motors aims to be US’ ‘largest energy consumer’ by 2028 - TESLARATI', 'Paris Motor Show 2018: the cars you may have missed - AutoExpress']"
2018-10-05,"['Tesla Model 3 California Road Trip — The Ultimate Road Trip Machine - CleanTechnica', ""Einhorn on Tesla: 'Like Lehman, we think the deception is about to catch up' - CNBC"", 'Why Tesla Inc. Stock Took a Hit Friday - The Motley Fool', 'The Two People That Could Help Elon Musk Save Tesla (If He Can Get Them) - Chief Executive', ""Tesla's first accident report claims it's four times safer than the US ... - Quartz"", 'Tesla to Delay Autopilot Drive Mode, Elon Musk Says in Tweet - Bloomberg', 'Tesla Model 3 — Two Cars For The Price Of One - CleanTechnica', 'Tesla’s Powerpack battery farm starts killing fossil fuel backup plants in Australia - TESLARATI', 'Porsche Taycan charging times to be 2X faster than Tesla’s Superchargers - TESLARATI', 'Mohammed bin Salman Bloomberg Interview: Not Racing for Tesla - Bloomberg', ""VW plans 150000 'e-cars' worldwide by 2020, 1M by 2025 - Repairer Driven News"", 'Elon Musk to pay for water stations, filtration at Flint schools - Detroit Free Press']"
2018-10-06,"[""Tesla's Quandary: Can Anyone on the Board Tame Elon Musk? - Bloomberg"", ""Tesla's Elon Musk Must Grow Up, Like Apple's Steve Jobs Did - Bloomberg"", 'Tidbits From Picking Up Our Tesla Model 3 At The End Of Quarter 3 - CleanTechnica', 'Tesla Model S P100D Charges Toward The Dark Side On 21-Inch Strasse Wheels - CarScoops', 'Massive Expansion of Tesla Referral Program Offers $100 Supercharging to ALL Tesla Buyers + Innovative Prizes! - CleanTechnica', 'Tesla investors are pleading with Elon Musk to keep quiet on Twitter - The Daily Dot']"
2018-10-07,"['Tesla says its Model 3 has lowest probability of injury of any car tested by NHTSA - MarketWatch', 'Tesla Owners, Here’s How To Send A Photo To Space! - CleanTechnica', 'Tesla Model 3 Total Cost of Ownership Estimate — Crushing It - CleanTechnica', 'Tesla Model 3 Performance outruns Dodge Challenger SRT Demon in drag race - TESLARATI', 'Tesla Supercharger in Surrey, BC, Opens at Guildford Town Centre ... - iPhone in Canada']"
2018-10-08,"[""Why Elon Musk Is Key To Tesla's Success - Forbes"", ""Tesla's board may not be able to rein in Musk - CNBC"", 'David Einhorn Blasts Tesla, Likens it to Lehman - Investopedia', 'Tesla Model 3 Is #1 Top Selling American Car In USA - CleanTechnica', 'Tesla Version 9.0 Software Adds Dash Cam to Model 3, Model S ... - Car and Driver', 'Sorry Tesla haters, the Model 3 just got a perfect safety rating - Mashable', ""China's Tesla Wannabe NIO Gets Mixed Early Reviews From Analysts - Bloomberg"", ""Tesla's former finance chief becomes CFO of genomics startup - Axios"", 'Tesla’s Battery In South Australia Breaks Stranglehold Of Natural Gas Industry - CleanTechnica', 'Tesla Model 3 production ramp pushes forward with 17.8k VIN filings in 7 days - TESLARATI', 'This Tesla-Powered Honda S2000 Runs the Quarter Mile in 10.6 ... - The Drive', ""Vita Power's Tesla-Inspired Electric Speedboat Steals The Show At Star-Studded Monte Carlo Gala - Forbes"", 'As Tesla stays public, a look at the 11 largest take-private buyouts ... - PitchBook News & Analysis']"
2018-10-09,"['Why Tesla Inc. Stock Popped Tuesday - Yahoo Finance', 'Wanted at Tesla: A manager who can handle Elon Musk - ETEnergyWorld', 'Tesla’s Elon Musk describes factors needed to grow company in Nevada - Las Vegas Review-Journal', 'U.S. agency says Tesla safety claim goes beyond its analysis - Reuters', 'Watch all the Tesla Model 3 crash test videos - Electrek', ""It's electric: Jaguar's I-Pace surges ahead of Tesla - The Irish Times"", 'Tesla brings new features to all cars with Version 9 software update - TechRadar', 'One of Tesla’s biggest investors took an 11.4% stake in rival Nio - TechCrunch', 'Why is Tesla charging different? - The Driven', ""Elon Musk's 1st moon flight passenger, Japanese billionaire Yusaku Maezawa explains his trust in the SpaceX boss - CBS News"", 'Elon Musk cuts almost $500K check to bring clean water to Flint, Michigan schools - The Mercury News', 'Tesla turns its cars into drivable Atari games consoles - Sunday Times Driving', 'Honda S2000 Custom EV Is Part Tesla And Part Chevy - SlashGear', 'UrmO urban electric vehicle created by ex-Tesla and ex-BMW ... - Geeky Gadgets']"
2018-10-10,"['James Murdoch likely to be Tesla chairman: report - Business Insider', 'James Murdoch favorite to replace Elon Musk as Tesla chairman – report - The Guardian', ""Musk Bats Down Report That James Murdoch Will Be Tesla's Next Chairman - Forbes"", 'Tesla Model 3 — New Tesla Review - Popular Mechanics', 'Tesla remotely extends car batteries to help with Hurricane Michael - Ars Technica', ""Government says there is no 'safest' car, after Tesla claims it achieved ‘best safety' of any cars ever tested - Fox News"", 'Nio, Tesla of China, has swanky clubhouse for car owners: Tour, Photos - Business Insider', 'Waymo, Cruise, Mobileye, and Tesla approaches to self-driving cars - Business Insider', 'Short Seller Famous for Bet Against Valeant Targets Tesla - Bloomberg', 'The Tesla Semi’s recent Giga 1 sighting highlights its difference from other concept trucks - TESLARATI', 'Mountain Pass Performance’s RWD Model 3 vs. Tesla’s AWD Performance Build On The Track - CleanTechnica', 'Tesla transfers energy support division away from Utah - Electrek', 'Government to Tesla: We Never Said the Model 3 Was the “Safest ... - Futurism', 'Stop Comparing Tesla To Legacy Automakers - Tesla Is Far More ... - Seeking Alpha', ""Claim Tesla batteries worth 'millions' gathering dust at Vector - Stuff"", ""Tesla Hoping That One Of The Business World's Least Impressive ... - Dealbreaker"", ""Former Vice President Joe Biden: 'Not running at this point' - KOTA""]"
2018-10-11,"['A victory for Elon Musk: Tesla outsells Mercedes-Benz in US for first ... - USA TODAY', 'Why Tesla Could Do Better Than James Murdoch for Chairman ... - The New York Times', 'Elon Musk commits to SEC settlement despite mocking tweets - ABC News', 'Oregon claws back $13 million from Tesla over alleged inflated solar credits, report says - CNBC', 'These 9 Electric Cars Are Set to Rival Tesla - Architectural Digest', 'Tesla Outsells Jaguar, Model 3 Leads the Ranking - autoevolution', 'Tesla is the Most Googled Automaker in America and China - AutoGuide', 'Nissan Leaf and Tesla Model 3 drive EV sales ahead in Canada - The Driven', 'Pocket Plans to Turn Your Never-Ending News Reading List Into a Podcast - Fortune']"
2018-10-12,"['Elon Musk’s Tesla Files for a Trademark of ‘Teslaquila’ Tequila Brand - Eater', ""Elon Musk says 'Teslaquila' is 'coming soon' as Tesla files trademark - The Guardian"", 'Tesla files trademark application for Elon Musk’s ‘Teslaquila’ - TESLARATI', 'Tesla sets Monday deadline for 2018 delivery—and $7,500 tax credit - Ars Technica', 'Tax Credit for $35000 Tesla Model 3 Slips Away - The Wall Street Journal', 'Tesla vehicles ordered after October 15 lose out on full tax credit eligibility - TechCrunch', ""Tesla's Stock May Break Out Triggering a 17% Rise - Investopedia"", 'Tesla patents new type of cable easier to manipulate by robots in ... - Electrek', 'Tesla Hikes Powerwall Prices to Better Reflect ‘Value’ - Greentech Media News', ""Elon Musk plunges Tesla into Nevada's housing problems - Reno Gazette Journal"", 'Tesla releases its own Model 3 all-weather Interior mats - Electrek', 'Cars.com Conducts Child Seat Test On Tesla Model X - InsideEVs', 'Short seller who foresaw Valeant crash now bets on Tesla falling| Gulf Times - Gulf Times', 'Indian national wins a Tesla with Emirates Islamic’s Kunooz savings account - Emirates 24|7']"
2018-10-13,"['Why Tesla is too big to fail - Business Insider', 'Tesla reaches milestone of 100000 Model 3 vehicles - Electrek', '2018 Tesla Model 3 Long Range Passes The Sister-in-Law Test! - CleanTechnica', 'Musk rejoices as Tesla’s Model 3 passes 1,00,000 units produced mark - ETEnergyWorld', 'Tesla V9 Update — My First Impressions - CleanTechnica', 'Tesla Coverage: High Speed, Low Quality - CleanTechnica', 'Sorry, Elon — I Overestimated The Costs Of The Tesla Model 3 - CleanTechnica', 'Tesla Scores Record Month In The Netherlands, Model S & Model X Both #1 In Class - CleanTechnica', 'Northwood Auto Show brings Tesla, 600 vehicles to Midland - Midland Daily News', 'The disappearing car door - Autoblog']"
2018-10-14,"['Tesla sells its 100,000th Model 3, beating all EV records - The Driven', 'Tesla charges towards record Q4 with 13.7k new Model 3 VIN registrations in 2 days - TESLARATI', 'Tesla makes its 100,000th Model 3 - Mashable', 'Tesla Model 3 Owner Drives For Uber & Lyft In Kentucky — #CleanTechnica Interview - CleanTechnica', 'Australia planning world\'s largest ""virtual power plant"" using solar ... - Red, Green, and Blue', 'Here’s A Tesla-Powered Honda S2000 With Chevy Bolt Batteries - CarScoops', 'Bugatti Veyron to Tesla Model X: Super RARE cars in India caught on video - CarToq.com']"
2018-10-15,"['Tesla releases impressive pictures of Model 3 drive unit after test ... - Electrek', 'Tesla Version 9 real-world blind spot test shows Autopilot’s 360° cameras in action - TESLARATI', 'Tesla Boosts Hong Kong Chargers to Help Stem Slide in Sales - Bloomberg', ""Ark Invest CEO: Tesla 'is a replay of Apple' - Yahoo Finance"", 'Elon Musk Watches Anime, Decides to Build a Mecha - autoevolution', 'Win a 2018 Tesla Model X and Support Solar Energy! - CleanTechnica', 'Porsche plans electric SUV and Tesla Roadster-rivalling sports car - Autocar', 'Tesla crashes into Castro utility pole, occupants flee scene [Updated] - Hoodline', 'Nikola Tesla Experience Centre to Open in Karlovac - Total Croatia - Total Croatia News', 'American People Google Tesla The Most - CarBuzz', 'Huawei has sold 45 million Enjoy smartphones in three years - GSMArena.com']"
2018-10-16,"['Tesla Shows off Model 3 Drive Unit after One Million Miles of Driving - The Drive', 'Google Maps will now help you find EV charging stations - The Verge', 'Tesla Says Faster Autopilot Chip Is Months Away - Forbes', 'Tesla shows off front-end crash protection structures on Model 3 - Repairer Driven News', 'Tesla Model 3 Motor & Gearbox Survive 1 Million Miles Of Testing - CleanTechnica', 'Industrial Robots vs. Humans in Manufacturing at Tesla (and ... - ARC Advisory Group', 'Tesla Sales Soaring, Competition Failing (NASDAQ:TSLA) - Seeking Alpha', 'Fixing Salvaged Teslas, The Ingineer Way - CleanTechnica', ""Communal Tesla battery to dent Mandurah residents' power bills - WAtoday"", 'Nomad Wireless Charger for Tesla Model 3 Charges Twice as Fast - Digital Trends', ""Tesla's CEO 'Elon-chan' Admits He Loves Anime 'Your Name,' Is a ... - NextShark""]"
2018-10-17,"['Tesla buys new plot for China factory for $140 million - CNBC', 'Tesla secures Shanghai site for $2 billion China Gigafactory - Reuters', 'Tesla Secures Land in Shanghai for First Factory Outside US - Voice of America - VOA News', 'Tesla says Elon Musk plans to buy $20 million worth of stock - Business Insider', ""Elon Musk says he's going to buy $20 million of Tesla stock - CNBC"", 'Tesla VP of manufacturing Gilbert Passin has left - CNBC', 'What you find when you take apart a Tesla Rich Benoit - Business Insider', 'Tesla Pushes To Improve Service Center Coverage Density As Model 3 Deliveries Climb #ElonTweets - CleanTechnica', 'How Tesla feeds its Reno Gigafactory with local food and drink - Reno Gazette Journal', ""What Engineers Found When They Tore Apart Tesla's Model 3 - Bloomberg"", 'Tesla Model 3 owner shares insights after V9’s built-in dashcam records accident - TESLARATI', 'A touch of madness: Elon Musk - The CEO Magazine', 'WA trials Tesla battery on suburban grid in top solar postcode, Mandurah - One Step Off The Grid', 'Supercar startup Faraday tussles with white knight Evergrande - Nikkei Asia']"
2018-10-18,"[""Tesla CEO Elon Musk just introduced a 'lower-cost, mid-range' Model 3 via Twitter - CNBC"", 'Tesla is now selling a cheaper Model 3 with a 260-mile battery ... - The Verge', 'Will Tesla Model 3 Demand Blast Off in 2019? Or Fall Flat? - Greentech Media News', ""The Tesla Model 3 Is 'Needlessly' Complicated to Assemble ... - TFLcar.com"", ""Tesla's Manufacturing Complexity to Blame for Thin Profit Margins ... - The Drive"", 'Tesla secures 210 acres in Shanghai for its first international ... - pv magazine International', 'Why Tesla skeptics are feeling so good - CNN', 'BMW i4 EV Arriving In 2021 To Rival Tesla Electric Sedans - Motor1', 'Tesla Model 3 T-Bones Inattentive Honda Accord Driver - CarScoops', 'Partnerships With Local Companies Help Tesla Feed The People At Tesla Gigafactory 1 - CleanTechnica', 'Macau | Studio City launches new stunt show powered by Tesla - Macau Business', 'Tesla vs. Lovecraft brings steampunk blasting action to iOS this month - Cult of Mac', 'America’s first female hotel manager - CNN', 'Tesla vs Lovecraft launches next week on Android - Droid Gamers', 'Near-Stock Dodge Charger RT Scat Pack Runs an 11.61 Quarter Mile - Torque News']"
2018-10-19,"[""Elon Musk's extreme micromanagement has wasted time and money at Tesla, insiders say - CNBC"", 'A new, cheaper Tesla Model 3 is on its way - CNN', 'Tesla Just Dropped ""Full Self-Driving"" Mode From the Model 3 - Futurism', 'Tesla reveals its cheapest Model 3 yet, puts confusing full-self driving option on hiatus - Fox News', ""Tesla removes 'Full Self-Driving Capability' package from its options ... - Electrek"", 'Tesla Model S Still #1 Large Luxury Car In USA — By Far - CleanTechnica', ""Nikola Tesla biographer to talk about inventor's time in Colorado Springs - Colorado Springs Gazette"", ""A New Bill Could Save Tesla's $7500 Tax Credit—For Now - Popular Mechanics"", '2019 Hyundai Kona EV: Tesla-Like Range for About $30000 After ... - ExtremeTech', 'New Ford ad campaign includes shot at Tesla - Automotive News', ""A rare metal called neodymium is in your headphones, cellphone and electric cars like Tesla's Model 3 — and China controls the world's supply - CNBC"", 'Tesla Model X SUV delivered to Harare, an answer to fuel woes ... - ZimLive.com', '60-kWh Nissan Leaf E-Plus Expected To Cost More Than Tesla ... - autoevolution', 'MORE Pics:Zimbo Owner of US$750k Tesla Electric car revealed - iHarare News', 'PIC: What Fuel Crisis? .....Man Unveils first Tesla electric vehicle in Zim - iHarare News']"
2018-10-20,"[""How Elon Musk's Tesla got its name - Fox Business"", ""Tesla stopped promoting the 'Full Self-Driving' option for its cars - The Verge"", 'Tesla removes Full Self Driving option from website for all models - Green Car Reports', 'Prices For New Tesla Model 3 & Other Popular EVs Lower Than Used Prices - CleanTechnica', ""Tesla is working on a 'dog mode' to keep your puppies safe and cool ... - Electrek"", ""'Electric cars are set for explosive growth, but it's not all smooth ... - The Independent"", 'A Honor smartwatch is incoming - GSMArena.com', 'Electric Tesla car causes stir on Zimbabwe social media - Bulawayo24 News']"
2018-10-21,"[""Elon Musk tweeted about a 'dog mode' for Teslas and it's not a ... - Mashable"", 'Tesla Pulls ""Full Self-Driving"" From Its Menu - Torque News', 'Tesla is set to release a mid range Tesla 3 Model - TechEngage', 'Lessons Learned From 6 Months With The Tesla Powerwall - CleanTechnica', '18 Nasty Tesla Charts - CleanTechnica', 'Best $35,000 EV: 2019 Tesla Model 3 Vs. Chevy Bolt -- Quick Compare - Forbes', 'Watch thieves stealing a Tesla through keyfob hack and struggling ... - Electrek', 'For Tesla Wraps & Mods, Mike “Mojo” Mogilewski Is The King - CleanTechnica', 'Worried About Climate Change? Enter To Win A Tesla To Help Fight It! - CleanTechnica', ""China's Richest Woman, Supplier to Apple And Tesla, Loses 66% Of Wealth - NDTV Profit""]"
2018-10-22,"['How government policies and taxpayer money have helped Elon Musk and Tesla - CNBC', ""Elon Musk says Tesla cars may soon have 'dog mode' - Business Insider"", 'Elon Musk says Tesla Model 3 will include dog mode - CTV News', 'Watch a Tesla Model S get stolen with a key fob hack - The Verge', 'Tesla Model S stolen in video posted by tech executive Antony Kennedy - Business Insider', 'Tesla taxi service in Netherlands wins fight for free, unlimited Supercharger use - TESLARATI', 'See what a tech production surge means for Tesla workers - High Country News', 'Tesla delivers surprise with mid-range Model 3, but Australia still has to wait - The Driven', 'Tesla Powerwall Keeps A Remote Home Powered Through 42-Hour Utility Outage - CleanTechnica', 'Tesla, SpaceX, Elon Musk ventures cleared by SEC for private fundraising after tweet controversy - TESLARATI', 'Relativity hires senior Tesla manager to help automate rocket production - Ars Technica', 'Tesla Model 3 Dissected: Batteries And Electric Motor Are Great, The Chassis Not So Much - CarScoops', 'Better Buy: Tesla Inc. vs. Ford Motor Company - The Motley Fool', 'Tesla Finally Figures Out How To Prevent Unintended Acceleration - CarBuzz', 'Man known as the “Piggyback Bandit” charged with harassment of Falkville student - WHNT News 19']"
2018-10-23,"[""Tesla will stop offering 'many' interior options for Model S, Model X - Business Insider"", 'Elon Musk says Tesla will eliminate some interior options for Models S and X to simplify production - CNBC', 'Short-seller Andrew Left is now long Tesla and Wall Street is thrilled - Quartz', 'How to Keep Your Tesla From Getting Stolen - Lifehacker', 'Watch Thieves Steal A Tesla Model S With Simple Key Fob Hack - CarScoops', 'Elon Musk Mocks Bitcoin Security And Scams With Tongue-In-Cheek Tweet - Forbes', 'Tesla Model S Rear Door Turned Into Skateboard - autoevolution', 'How To Set Up The Dashcam In A Tesla Running Firmware v9.0 - CleanTechnica', 'Dyson Picks Singapore to Build Electric Cars Rivaling Tesla - Bloomberg', 'Dyson will make EVs at Singapore factory to be built by 2020 - The Driven', 'Are EV battery plants creating more pollution than EVs eliminate? - Autoweek', 'PIC:KuLocker MaStreets....Harare CBD Crowd comes to a standstill ... - iHarare News']"
2018-10-24,"[""Elon Musk says Tesla now has a health clinic for employees that provides 'first-class' service - CNBC"", 'Tesla Reports a Rare Quarterly Profit, Its Biggest Ever (Published ... - The New York Times', 'Tesla Model S Loses Consumer Reports Nod While Model 3 Rates ... - Bloomberg', 'Consumer Reports: Cadillac near bottom in reliability as Tesla tumbles - Detroit Free Press', 'Tesla reliability falls in Consumer Reports survey - USA TODAY', 'Tesla to start making cars at China factory in 2019 - Business Insider', 'Tesla Energy — Progress Is Impossible Without Change - CleanTechnica', 'All profits are not created equally for Ford, Tesla - Detroit News', 'What I Think about Tesla’s Financials - WOLF STREET', 'Tesla Jumps on Earnings and Revenue Beat -- Live Blog - TheStreet', 'Hands-on: Nomad Wireless Charger for Tesla Model 3 [Video] - 9to5Mac', 'Tesla Publishes Blowout Financials Report — Shareholder Letter Full Of Gold - CleanTechnica', 'Stocks making the biggest moves after hours: Tesla, AMD, Ford and more - CNBC', 'Five solar roof shingles that aren’t from Tesla - Ars Technica', 'Tesla’s HW3 upgrade next year will usher in Full Self-Driving, improved Neural Net computing abilities - TESLARATI', 'Tesla starts releasing Navigate on Autopilot feature with ... - Electrek', 'An indie makeup brand and Tesla have more in common than you ... - Pittsburgh Post-Gazette', 'Dutch Taxi Driver Successfully Sues Tesla For Unlimited ... - CarBuzz', 'MediaTek unveils Helio P70: a faster version of the P60 - GSMArena.com', 'Woman Withheld Food from Boy in Ploy to Gain Sympathy for Herself - PEOPLE']"
2018-10-25,"['Surprise! Tesla Is Quietly Taking Over the Luxury Car Market - Inc.', 'Tesla CEO Reiterates Plan To Take On Uber, Lyft With Its Own Autonomous Ridesharing Service - Forbes', 'Tesla Profit Blowout Reverses Much of Elon Musk’s Damage to Stock - Transport Topics', 'Tesla transforms into a profitable electric car maker - GreenBiz', ""Elon Musk says Tesla's Model 3 will come to the UK and Australia by mid-2019 - CNBC"", 'Elon Musk personally thanks Tesla owners and supporters amid Q3’s record profits - TESLARATI', 'Tyler the Creator Destroys New Tesla in Scary Early Morning Crash ... - PEOPLE', 'Tesla Model 3 Mid-Range battery pack energy capacity revealed ... - Electrek', 'Elon Musk Says Your Tesla Will Earn You Money While You Sleep - Futurism', ""Tesla's Stock May Have Much Further To Rise - Investopedia"", 'Space Coast to get second Tesla Supercharger as Florida network ... - Florida Today', 'New Hot Wheels Tesla Roadster toy celebrates SpaceX-launched car - collectSPACE.com', 'Tesla improves regenerative braking on Model 3 through over-the ... - Electrek', 'Online company helps you make money with your vehicle in a brand new way - KENS5.com', 'Why We Need a New Way to Measure the Economy - Knowledge@Wharton']"
2018-10-26,"[""The FBI is reviewing Tesla's Model 3 production numbers as part of a criminal probe: WSJ - CNBC"", 'Why almost everyone was wrong about Tesla’s cash flow situation - Ars Technica', 'Larry Ellison defends Elon Musk and Tesla: Report - Business Insider', ""VW CEO says they'll have 'EVs as good as Tesla's for half the price ... - Electrek"", 'Tesla Drops and Toyota Dominates Consumer Reports Survey - Bloomberg', 'Tesla is rolling out its Navigate on Autopilot feature - TechCrunch', 'Tyler, the Creator Crashes Car After Falling Asleep at the Wheel: Report - Billboard', ""Henry Payne's quest to pick up his Tesla Model 3 - Detroit News"", 'Tesla: Koch Wants to Put Kibosh on Extending Helping Tax Cut - Markets Insider', 'Tesla shares updates on workplace safety, CAL-OSHA investigation results - TESLARATI', 'What Is Tesla Model 3’s Actual Market Share Potential? - CleanTechnica', ""GM calls for garbage 'National Zero Emissions Vehicle (NZEV ... - Electrek""]"
2018-10-27,"[""Tesla's Elon Musk says tweet that led to $20 million fine 'Worth It' - Reuters"", 'FBI investigating whether Tesla misstated production numbers - Axios', 'Report: FBI conducting criminal investigation into Tesla - Phys.org', ""Tesla's Navigate on Autopilot update is now live - The Verge"", 'Tesla Navigate on Autopilot video demonstration - TESLARATI', 'The Trashing of Tesla Autopilot by Euro NCAP - autoevolution', 'Skateboarding The Hell Out Of A Tesla Model S Door - CarBuzz']"
2018-10-28,"['Guess What? Everyone Was Wrong About Tesla - Forbes', 'Tesla rolls out Autopilot update for highway travel - New Atlas', 'Tesla: Understanding the Company in 5 Charts - The Motley Fool', 'My Trip In A Tampa Airport Tesla Shuttle — Model 3 Performance Edition - CleanTechnica', 'Tesla Has 14+ Demand Levers It Can Pull - CleanTechnica', 'Tesla backer ready to put more money behind Musk - The Times', 'Tesla Faces a Challenger in the Home Solar Business (Published ... - The New York Times', 'VW promises EVs like Tesla, but “half the price” by 2020 - The Driven', 'Toyota Camry & Honda Accord Buyers, Don’t Assume Tesla Model 3 Is Beyond Your Budget - CleanTechnica', 'Lessons in luxury! Why these college students are using a Tesla car - Stoke-on-Trent Live', 'What Has Republican Policy Actually Done For You? - CleanTechnica']"
